idtrip,date,cityid,passengertype,distance_km,fareamount,passengerrating,driverrating,pickuptime
405,2024-01-15,11,old,5.9,80.55,3.3,3.8,21:05:08
406,2024-01-07,2,old,16.8,10.25,4.8,3.6,1:27:58
407,2024-02-02,8,old,30.4,19.26,3.3,4.8,7:14:01
408,2024-01-01,20,old,7.2,33.98,4.4,4,20:40:27
409,2024-02-08,13,old,20.9,42.73,4.8,4.3,4:16:59
410,2024-01-21,12,new,11.7,84.8,4.1,4.6,4:47:12
411,2024-01-25,19,new,13.7,39.02,4.3,4,9:07:47
412,2024-01-17,15,old,16.8,73.56,3.5,4.3,11:09:57
413,2024-01-12,20,new,16.2,29.25,4,4,19:33:58
414,2024-01-12,9,new,23.5,87.2,4,4,21:11:13
415,2024-01-09,2,new,7,26.12,4.4,4.8,6:08:40
416,2024-02-02,18,new,16.9,13.91,3,4.4,15:34:03
417,2024-02-15,17,new,18.3,68.47,3.2,3.8,12:23:11
418,2024-01-15,15,new,14.4,7.43,3.4,4.7,5:48:44
419,2024-01-24,9,old,5.3,22.34,4.9,3.6,0:23:30
420,2024-01-13,6,new,1.8,76.77,4.3,3.7,7:20:12
421,2024-01-12,17,new,14.5,61.93,4,3.7,15:45:21
422,2024-01-17,1,old,19.9,32.86,4.4,3.7,10:31:13
423,2024-01-17,12,old,11.8,76.27,4.5,3.9,19:02:42
424,2024-02-15,11,old,18.4,29.23,3.3,4.5,4:03:37
425,2024-01-15,7,new,17.2,27.11,4.2,4.5,3:00:09
426,2024-02-04,18,old,28.3,62.28,4.7,4.2,22:31:16
427,2024-02-28,4,new,26.9,57.02,4.6,4.3,22:25:00
428,2024-02-08,5,new,2.1,57.35,3.6,4.6,8:30:12
429,2024-02-01,15,new,5.6,5.85,3.8,3.6,13:06:01
430,2024-01-25,2,new,8.9,20.48,4,3.5,3:00:12
431,2024-01-31,15,new,1.4,23.21,4.1,4.4,9:02:18
432,2024-01-20,17,new,10.3,76.72,3.7,4.5,14:41:21
433,2024-01-10,6,old,3.7,24.77,3.8,4.3,21:45:23
434,2024-01-05,18,old,8.1,33.48,4.7,4.7,23:07:02
435,2024-01-09,2,old,15.1,70.2,5,4.1,7:37:45
436,2024-01-08,20,old,30.4,62.18,4.4,3.8,14:53:06
437,2024-01-26,1,old,29.6,85.63,4.8,4.1,2:22:06
438,2024-02-22,4,new,22.6,36.79,3.4,4.7,23:58:46
439,2024-02-15,17,new,15.4,31.45,3.8,3.6,14:39:02
440,2024-01-16,2,new,9.6,27.6,4.7,4.3,3:43:03
441,2024-01-26,14,new,9.2,50.05,4.4,4.2,3:23:29
442,2024-02-19,9,new,14,30.66,4.1,4.5,15:04:48
443,2024-01-02,9,new,2,25.82,3.9,3.7,14:52:09
444,2024-01-28,5,new,31.9,73.14,4,3.7,19:24:49
445,2024-01-13,9,new,19.6,29.55,3.8,3.7,23:33:32
446,2024-01-20,16,old,23.4,77.48,4.3,4.1,22:00:05
447,2024-02-24,13,new,6.3,85.32,4.3,4.9,3:25:45
448,2024-01-19,17,new,32.6,12.5,4.3,3.7,3:22:38
449,2024-02-04,15,old,13.3,30.47,3.1,4.5,7:48:16
450,2024-02-08,4,old,8.6,62.72,4.2,4,22:49:03
451,2024-02-16,18,old,28.8,65.56,4.5,4.9,21:35:15
452,2024-01-12,19,new,21.7,45.87,3.4,4.5,5:37:54
453,2024-02-07,7,new,27.5,51.56,3.5,4.9,13:15:48
454,2024-01-17,4,new,14.7,21.26,3,3.9,7:40:10
455,2024-01-23,9,old,18.1,37.83,3.8,4,21:53:01
456,2024-02-05,2,new,29.6,72.33,5,5,3:28:59
457,2024-02-19,18,new,17.6,55.28,3.4,4.8,7:30:12
458,2024-02-08,9,new,28,67.6,3,4.2,6:43:54
459,2024-02-01,3,old,7,30.4,3.7,4.5,12:22:25
460,2024-01-01,12,old,1.1,67.51,4.5,4.1,20:28:16
461,2024-01-19,11,old,21.7,25.35,4.4,4.6,4:19:15
462,2024-02-04,8,old,2.2,49.58,4.2,4.4,21:43:39
463,2024-02-22,15,new,14.4,76.31,3.3,4.7,11:21:57
464,2024-01-23,13,new,7.3,10.83,4.7,4.3,19:07:23
465,2024-01-10,17,new,21.4,70.21,3.1,4.1,15:02:26
466,2024-02-27,13,old,18.2,16.09,3.9,3.7,20:55:18
467,2024-02-07,19,new,8.2,75.98,3.6,4.8,10:09:26
468,2024-02-15,17,old,12.4,38.63,4,4.6,2:44:11
469,2024-02-20,10,old,23.1,87.06,4.7,3.8,18:55:47
470,2024-01-07,12,new,33.3,59.24,4.9,4.9,11:42:08
471,2024-01-22,1,new,24.9,67.57,4.7,4.2,21:53:45
472,2024-02-04,5,new,5.7,84.05,3,5,7:34:04
473,2024-02-02,14,old,16.2,13.46,3.9,4.6,2:34:41
474,2024-01-02,12,new,33.3,12.75,4.4,3.9,0:57:58
475,2024-02-21,2,new,14.4,54.77,4.4,3.8,6:31:32
476,2024-01-20,17,new,9.6,26.78,4.9,4,11:54:46
477,2024-01-31,11,new,23.3,19.21,4.2,4.1,5:57:52
478,2024-02-09,7,new,23.7,64.22,3.8,4.5,12:30:54
479,2024-01-06,11,new,13.6,27,3,4.9,23:00:22
480,2024-01-20,13,new,14.5,65.64,4,4.7,15:54:50
481,2024-02-14,18,new,25.7,77.26,4.5,4.5,23:24:19
482,2024-02-09,7,new,23.8,78.33,4.4,4,0:28:39
483,2024-01-29,6,old,2.4,74.81,4.8,4.4,11:29:57
484,2024-02-03,12,new,9.1,35.26,3,3.9,8:24:41
485,2024-02-19,3,new,6.9,54.68,4.4,3.8,4:53:57
486,2024-01-15,1,new,21.1,73.33,4.8,3.8,18:46:07
487,2024-01-14,16,new,3.5,43.06,3.3,4.4,14:37:59
488,2024-02-06,13,old,7.9,11.52,3.7,4.9,7:05:09
489,2024-01-21,17,new,6.8,33.72,4.9,4.2,21:07:20
490,2024-02-21,4,old,5.8,17.44,3.7,3.5,12:50:36
491,2024-01-23,9,old,28.9,61.22,4.1,3.8,19:49:59
492,2024-01-18,16,old,16,60.9,4.6,4,2:37:08
493,2024-02-18,19,old,34.9,87.55,3.4,4.8,19:18:23
494,2024-02-16,17,old,22.6,66.71,3.5,3.6,10:49:01
495,2024-01-05,6,old,27,35.59,4.3,3.5,16:18:41
496,2024-01-29,13,new,21.7,7.25,4.1,3.5,15:21:11
497,2024-02-21,2,old,18.9,37.17,3.8,4.1,13:12:20
498,2024-02-12,9,old,23.8,17.09,3.7,4.9,15:40:53
499,2024-02-16,8,old,14.5,81.07,4.9,3.7,16:18:31
500,2024-01-17,1,new,17.1,8.5,3.7,4.2,4:27:51
501,2024-01-04,18,new,34.2,85.63,3.2,3.7,19:06:45
502,2024-02-02,1,new,33.4,41.44,3.2,3.9,20:35:27
503,2024-02-23,15,old,29.5,40.97,3.1,3.5,3:53:58
504,2024-01-12,3,old,33.9,7.51,4.2,4.7,16:06:03
505,2024-01-14,16,new,16.6,18.56,3.5,4.9,6:23:36
506,2024-02-26,6,new,23.5,85.81,3.8,4.4,18:11:42
507,2024-01-24,11,new,34.6,62.08,4.3,3.7,20:08:33
508,2024-02-25,16,new,22.2,89.38,3.8,3.6,13:04:03
509,2024-01-13,7,old,31.7,64.02,4.5,4.7,8:20:45
510,2024-01-27,6,old,19.9,23.59,4.9,4.3,21:36:01
511,2024-02-28,10,old,10.7,18.73,4.2,4,1:23:33
512,2024-01-12,10,old,14.4,68.52,4.3,4.5,18:24:04
513,2024-02-07,7,new,9.4,82.96,3.1,4,19:49:34
514,2024-01-03,3,old,22.5,20.23,4.9,4.9,20:08:39
515,2024-01-17,17,old,19.5,81.55,4.9,4.8,12:52:49
516,2024-01-19,1,old,9,74.02,3.3,3.6,0:17:47
517,2024-02-10,1,old,20.7,16.19,3.5,4,13:57:14
518,2024-02-10,19,new,4.7,37.32,4.3,3.7,13:13:17
519,2024-02-03,18,new,4.7,84.23,3.4,4.1,13:16:17
520,2024-02-23,15,old,20.2,76.07,3.3,3.8,7:12:20
521,2024-02-20,2,new,2.2,62.25,3.9,4.6,21:17:18
522,2024-02-09,8,new,16,86.1,4.4,4.5,11:52:17
523,2024-02-18,6,old,8.7,8.04,4.8,4.2,2:05:04
524,2024-02-10,9,new,1.6,76.05,3.5,4,22:33:17
525,2024-01-10,1,old,27.3,31.57,3.1,4.1,15:29:26
526,2024-01-31,12,new,14.3,78.08,3.3,4.7,5:23:52
527,2024-01-26,7,new,35,25.53,3.8,4.1,1:03:04
528,2024-01-31,14,new,15.2,74.76,3.4,3.7,18:12:30
529,2024-01-13,20,old,20.6,13.27,3.7,4.3,14:25:46
530,2024-01-19,17,new,17.8,59.45,4,4.3,12:21:29
531,2024-02-10,3,new,28.6,15.2,4.7,3.6,11:45:27
532,2024-02-22,10,old,16.1,56.58,4.3,3.6,21:47:51
533,2024-01-14,17,old,29.1,39.4,4.1,4.3,21:26:59
534,2024-02-11,6,new,32.3,35.9,3.7,4,10:59:36
535,2024-01-16,14,new,4.6,16.88,4.8,4.4,10:44:46
536,2024-01-16,16,old,28.6,89.32,3.8,4,7:53:55
537,2024-02-21,20,old,4.2,19.3,4.1,5,5:08:46
538,2024-01-30,3,new,31.9,86.56,4.6,3.8,12:09:17
539,2024-01-27,7,old,5.7,19.3,4.4,4.6,14:20:05
540,2024-02-21,6,new,19.3,85.32,3.1,4.2,23:51:23
541,2024-02-21,9,old,4.8,68.14,4.9,4.7,23:20:28
542,2024-01-24,2,new,10.5,42.71,3.8,4.7,5:01:54
543,2024-01-22,12,new,4.1,38.31,3.2,4,18:32:25
544,2024-01-27,4,new,20.4,23.42,4.9,4.3,12:22:49
545,2024-02-07,15,old,2.2,60.27,4.7,3.6,9:00:59
546,2024-02-04,2,new,9.5,32.41,3.1,4.5,13:48:11
547,2024-02-09,19,new,2.2,52.57,3.7,4.8,19:54:25
548,2024-02-29,10,new,20.8,64.82,3.7,4.9,7:47:35
549,2024-02-08,19,old,3.6,68.75,3,4.6,2:43:06
550,2024-02-14,5,old,1.8,73.69,4.5,4.3,0:52:09
551,2024-02-25,19,old,14.1,42.11,3.5,4.6,4:26:26
552,2024-01-23,10,new,11.2,20.66,4.2,4.6,5:05:26
553,2024-02-05,5,old,6.4,62.27,3.4,3.8,14:47:29
554,2024-02-27,7,new,16.2,71.54,4.3,4.2,5:02:48
555,2024-01-08,8,new,12.6,24.69,4.4,3.7,21:53:20
556,2024-01-03,2,new,26.1,26.06,3.9,3.6,13:40:01
557,2024-01-15,1,old,12.9,43.49,3.5,4.8,4:26:51
558,2024-01-19,14,old,14.5,75.78,4.8,4.6,23:33:04
559,2024-02-19,20,new,6.6,14.6,4.9,3.7,16:06:23
560,2024-01-03,16,old,6.2,52.66,3.7,3.8,20:53:18
561,2024-02-08,4,new,4.9,64.42,3.9,5,12:09:03
562,2024-01-15,13,new,18.4,68.02,4.4,4.6,0:40:00
563,2024-01-14,14,old,29.8,16.68,3.1,4,17:38:59
564,2024-02-03,18,new,32.3,84.5,4.3,4.1,17:32:53
565,2024-01-10,16,new,27.9,79.89,3,4,21:06:45
566,2024-02-25,20,new,1.6,24.54,3,4.6,4:11:28
567,2024-01-25,9,old,18.2,38.6,3.3,3.8,14:14:52
568,2024-02-17,16,new,9.3,23.7,3.8,4.1,8:59:27
569,2024-01-13,17,new,25,53.61,3,4.4,11:26:17
570,2024-01-06,8,old,11.1,52.29,3.8,4.3,0:34:47
571,2024-02-05,1,old,23.2,47.88,4.7,4.5,22:15:38
572,2024-02-29,18,old,25,38.68,4.2,4.4,6:49:22
573,2024-01-16,10,new,17.4,84.35,3.6,4.3,3:08:37
574,2024-02-08,15,old,30.3,33.96,3.6,4.8,16:12:14
575,2024-02-02,9,old,3.3,11.4,4.5,4.1,16:24:42
576,2024-01-09,19,new,34.1,58.03,4.2,4.5,14:06:44
577,2024-02-14,17,new,7.7,32.9,4.2,5,1:33:06
578,2024-01-06,16,new,17.3,25.29,3.7,3.9,0:23:09
579,2024-01-05,19,old,5.7,83.2,3.7,4.9,16:09:12
580,2024-01-19,8,new,20.8,71.41,4.8,4.3,7:39:55
581,2024-02-08,5,new,17.4,77.11,4.4,4.7,1:04:48
582,2024-02-22,10,new,31.9,70.26,4.6,4.6,5:57:06
583,2024-02-22,8,old,2.7,85.73,5,4.7,18:31:33
584,2024-01-19,10,new,19.3,57.54,3.1,4.3,5:51:24
585,2024-01-17,4,new,26.9,86.58,3.3,3.6,19:26:38
586,2024-01-06,11,old,22.9,75.11,4.9,4.2,13:24:38
587,2024-01-06,12,new,33.5,48.43,4.5,4.5,16:06:50
588,2024-01-02,14,old,34.3,23.57,3.4,4.5,2:05:49
589,2024-02-11,20,new,16.9,71.75,5,3.6,12:17:07
590,2024-02-14,2,old,21.5,75.66,4.7,4.4,9:46:09
591,2024-01-27,4,new,32.4,8.81,3.5,4.4,9:10:13
592,2024-01-07,18,new,17.3,35.34,3.4,4.3,11:19:08
593,2024-02-22,16,old,32.1,24.94,4.3,5,22:41:26
594,2024-02-15,1,new,30.9,74.84,4.9,4.6,23:51:14
595,2024-02-02,10,old,1.7,76.78,4,4.3,23:18:47
596,2024-01-26,2,new,18.5,20.23,4.5,4.5,9:01:46
597,2024-02-17,6,new,25.1,74.53,4.7,3.6,20:12:07
598,2024-02-22,20,new,18.9,7.19,4,4.3,23:42:43
599,2024-02-25,12,old,33.4,89.93,4,4,7:11:41
600,2024-02-24,19,new,23,23.49,3.1,4.2,6:18:30
601,2024-01-14,4,old,13.7,37.26,4.7,4.5,16:20:53
602,2024-01-28,20,new,15.1,34.47,3.8,4.6,22:47:03
603,2024-02-20,13,old,7,9.89,4.1,3.7,21:53:03
604,2024-01-26,11,new,31.9,19.86,4.6,3.7,2:32:44
605,2024-01-29,14,old,21.3,6.63,3.3,4.4,8:25:10
606,2024-02-19,17,old,10.8,72.95,3.5,4.6,10:45:13
607,2024-01-25,10,old,32.5,31.82,3.8,4.4,11:49:14
608,2024-01-25,1,new,3.8,6.92,4.1,4.7,3:48:17
609,2024-02-01,6,new,16.2,47.62,3.3,3.6,13:17:46
610,2024-01-25,3,new,2.3,73.55,3.3,4.6,12:55:10
611,2024-01-03,17,new,19.7,87.99,3.2,5,17:07:45
612,2024-02-20,16,old,17.4,44.53,4.2,4.5,10:12:58
613,2024-02-24,9,new,19.6,64.09,4.3,4.3,10:09:28
614,2024-02-24,20,new,28.2,46.67,3.8,4.4,21:55:28
615,2024-02-13,15,old,24,50.99,5,4.1,21:59:32
616,2024-01-19,10,new,31.5,64.15,4,4.8,22:57:46
617,2024-02-26,14,new,3.4,11.94,4.9,4.2,23:38:08
618,2024-02-18,17,old,22.1,8.63,3.1,4.5,14:54:20
619,2024-01-19,12,new,20.2,79.45,3.7,4.2,7:07:24
620,2024-01-19,20,old,8.3,31.08,4.8,4.1,5:21:57
621,2024-01-11,8,old,24.1,21,3.5,4.4,5:10:27
622,2024-02-20,14,old,1,41.05,4.6,3.8,15:17:22
623,2024-01-18,8,new,34.3,56.47,3.6,4.7,2:36:14
624,2024-01-25,1,old,34,5.03,3.9,3.9,11:05:18
625,2024-02-08,9,old,16,88.88,3.9,3.9,19:47:02
626,2024-02-16,5,new,25,56.84,4.4,4.5,20:07:26
627,2024-01-02,15,old,3.8,84.79,3.6,4.8,10:58:54
628,2024-02-20,19,new,29.9,87.37,4.5,4,20:07:17
629,2024-01-12,7,old,10.2,77.28,4.6,4.7,7:26:43
630,2024-01-06,11,old,26.2,38.09,4,4.6,5:07:58
631,2024-02-01,12,old,12.4,7.49,3.9,3.9,1:24:58
632,2024-02-21,5,old,25,6.95,3.4,4.2,7:43:15
633,2024-01-27,19,old,13.4,46.67,3.6,4.3,11:21:04
634,2024-01-10,17,new,26.6,43.36,4.7,3.8,5:33:20
635,2024-02-17,14,new,10.8,42.51,3.8,4,13:49:19
636,2024-01-31,15,new,3.8,32.52,4.7,5,6:10:58
637,2024-01-06,19,old,12.5,26.34,4.6,3.9,7:36:04
638,2024-01-19,15,old,27.4,43.13,3.1,4.7,20:41:07
639,2024-01-28,12,old,32.9,82.97,4.5,4.9,18:49:27
640,2024-02-16,11,old,17,85.4,3.6,4.2,17:46:04
641,2024-01-21,8,new,3,60.28,3.3,3.9,13:53:03
642,2024-02-08,12,old,18,50.49,4.2,4.2,8:09:13
643,2024-01-30,15,old,30.3,35.05,3.1,4.1,13:05:53
644,2024-02-14,15,old,29.8,73.9,3.9,3.5,15:33:34
645,2024-01-17,3,new,1.3,55.96,3.9,4.1,1:59:27
646,2024-01-21,12,old,20,56.66,3.6,4.7,18:54:09
647,2024-02-16,13,new,6.8,54.1,3.2,4.5,11:04:04
648,2024-02-19,9,old,7.8,51.63,4.4,3.9,4:20:58
649,2024-01-27,16,new,11.3,61.79,3.2,4.5,14:57:19
650,2024-02-18,5,new,3.5,75.38,3.5,4.9,8:42:21
651,2024-02-06,19,new,1.4,24.04,3.6,4.2,3:03:25
652,2024-02-18,5,new,31.3,50.22,4.8,4.7,6:53:24
653,2024-01-09,5,new,28.5,89.91,4.8,3.7,8:52:13
654,2024-01-27,5,old,17.1,45.86,3,4.9,1:18:10
655,2024-02-19,7,new,3.9,73.02,4.5,4.8,9:43:22
656,2024-01-21,7,old,13.4,50.07,3.9,4,3:59:54
657,2024-02-14,1,new,22.8,11.75,4.2,4.6,17:13:41
658,2024-01-01,8,new,2,44.7,3.7,4.9,2:21:51
659,2024-02-03,17,old,34.4,62.08,4.1,4.9,16:31:52
660,2024-02-11,12,old,8.3,76.63,4.5,4.5,0:19:07
661,2024-01-25,9,new,6,42.23,4.1,4.1,12:30:30
662,2024-01-15,2,new,10.3,39.82,4.3,4.7,2:59:15
663,2024-02-11,4,new,13.4,35.38,3.8,4.4,18:41:13
664,2024-01-17,3,new,28.6,89.19,4.3,4.2,16:20:22
665,2024-01-31,1,old,6.7,49.93,4.3,3.7,18:41:41
666,2024-01-28,20,new,27.6,30.85,4.6,5,18:47:17
667,2024-02-02,10,old,18.5,20.06,4.7,4.6,15:47:08
668,2024-02-09,14,new,10.9,41.12,3.7,4.7,22:55:00
669,2024-02-08,15,old,33.1,24.14,3.8,4.8,2:13:02
670,2024-01-04,7,old,34.5,87.41,3.9,3.8,11:48:06
671,2024-02-26,8,old,18.7,77.08,4.9,4.7,23:01:13
672,2024-02-21,9,new,11.2,77.2,4.4,3.7,6:47:08
673,2024-02-21,3,old,22.1,87.45,4,4.3,7:46:50
674,2024-02-21,8,new,3.9,74.42,4.4,4.4,7:01:52
675,2024-01-19,15,new,25.2,71.74,3.9,3.7,14:30:58
676,2024-02-17,9,new,33.5,70.25,3,3.6,19:12:46
677,2024-01-22,5,old,27.8,89.55,3.1,4.9,7:47:28
678,2024-01-19,3,new,22.9,42.51,3.2,5,12:51:48
679,2024-01-31,11,new,25.3,13.08,4.1,4.5,23:12:26
680,2024-01-26,1,new,13.8,31.97,4.2,3.8,13:31:32
681,2024-02-17,8,old,4.5,13.21,3.4,4.5,17:44:02
682,2024-02-07,7,new,5.5,52.42,3.5,4.2,13:56:47
683,2024-02-10,16,old,10.6,20.33,4.4,4.1,1:59:31
684,2024-01-12,3,old,15.1,29.92,4.7,4.7,15:13:00
685,2024-01-17,20,old,8.9,81.18,3.4,4.7,9:32:02
686,2024-02-13,11,old,35,61.26,4.4,4.5,3:57:25
687,2024-01-09,19,new,25.7,53.38,4.7,3.7,22:48:59
688,2024-02-24,7,old,24.8,61.06,4,3.8,3:06:40
689,2024-01-03,8,new,9,82.11,3.8,4.5,16:36:30
690,2024-01-18,10,new,8.3,43.5,4.8,4.8,18:39:45
691,2024-01-08,5,old,9.7,40.46,3.4,3.9,19:50:19
692,2024-02-03,16,new,23.6,57.41,4.3,4.6,23:34:25
693,2024-02-06,10,new,8.3,40.62,3.5,4.3,19:52:45
694,2024-02-29,16,old,20.3,28.35,4,3.6,7:47:36
695,2024-01-17,8,old,8.4,67.18,3,4.5,13:00:42
696,2024-02-16,15,old,23.3,84.48,3.5,4.1,8:58:13
697,2024-01-27,13,old,12.1,51.93,3.5,4.6,21:25:36
698,2024-01-28,1,new,31.2,54.89,4.2,4.7,12:37:37
699,2024-01-15,5,new,13.6,55.89,4.5,3.7,9:40:40
700,2024-01-28,11,old,21.6,17.57,4.6,4.5,13:48:02
701,2024-01-24,16,new,28.2,32.42,5,3.6,15:00:14
702,2024-02-21,2,new,5.6,35.31,4.1,5,20:22:52
703,2024-01-16,6,old,6.2,49.81,4.2,4.1,11:09:27
704,2024-02-08,18,new,12.6,70.59,3.4,4.7,11:39:11
705,2024-01-02,8,old,18.8,56.17,4.3,3.9,9:31:44
706,2024-02-18,13,new,9,75.45,3.3,4.3,5:42:15
707,2024-02-08,14,old,19.3,41.53,4,4,19:31:41
708,2024-02-25,3,old,30.7,24.95,4.8,4.4,7:30:12
709,2024-02-02,12,old,7.3,58.21,4.6,4.2,3:47:54
710,2024-01-30,3,old,12.6,64.98,3.9,4.9,11:40:19
711,2024-02-10,17,old,30.2,58.34,3.4,4.4,12:17:34
712,2024-01-19,11,new,25.3,53.71,3.5,3.6,18:11:27
713,2024-01-11,20,old,32.7,42.2,3.2,3.8,7:49:48
714,2024-02-29,8,old,16.7,14.06,4.6,4.6,8:20:31
715,2024-01-22,20,new,26.8,10.12,4,4.2,7:46:16
716,2024-01-11,6,old,26.3,60.92,3.9,3.9,21:57:39
717,2024-01-10,7,old,16.1,37.73,3.5,3.6,2:39:49
718,2024-01-06,20,new,32.3,72.55,3.5,3.6,5:48:28
719,2024-02-08,4,old,8.1,86.63,4.1,4.6,4:54:58
720,2024-02-15,8,new,13.8,6.53,3.1,4.1,14:10:38
721,2024-02-15,19,old,22.5,46.22,4.7,3.9,8:03:55
722,2024-01-08,2,old,31,49.82,4.5,3.8,9:43:27
723,2024-01-17,3,new,25.8,14.23,3.3,4,1:05:07
724,2024-01-10,5,old,26.6,32.01,3.8,4.2,7:03:39
725,2024-02-12,17,old,14.6,47.26,3.4,4.7,15:19:38
726,2024-02-23,14,old,27.5,35.42,4.1,4.3,23:14:02
727,2024-01-31,3,old,29.8,59.49,4.5,4.1,20:42:38
728,2024-01-30,6,new,24.7,17.37,4.8,3.8,17:16:37
729,2024-02-14,6,old,3.2,43.41,4,4.4,11:45:16
730,2024-02-14,5,new,31.3,6.87,3.3,4.2,2:32:44
731,2024-02-07,15,old,6.8,75.21,3.3,4.9,23:59:03
732,2024-02-15,12,old,19.6,14.66,5,4.5,13:42:03
733,2024-01-02,20,old,33.3,56.64,4.3,3.8,4:03:10
734,2024-02-16,3,new,33.3,53,4.2,4,23:11:40
735,2024-02-16,4,new,16.7,26.32,5,3.9,23:24:39
736,2024-01-25,20,new,5.6,33.8,4.8,4.7,21:10:34
737,2024-02-14,1,new,9.6,75.21,4.5,4.3,9:23:03
738,2024-01-20,3,new,22.4,66.63,3.7,4.9,9:26:58
739,2024-01-20,6,new,15.8,32.34,3.9,4.2,5:22:54
740,2024-02-08,10,old,23.1,59.92,4.7,3.5,18:27:13
741,2024-02-02,7,new,34.6,56.97,4.2,4.2,12:43:29
742,2024-01-20,7,new,1.7,9.03,5,4,11:24:56
743,2024-02-24,15,old,24.8,72.15,4.9,3.6,20:36:15
744,2024-02-21,6,old,32,81.47,4,4.8,1:40:39
745,2024-01-10,6,old,16.6,72.73,4.3,3.9,17:30:04
746,2024-01-29,20,new,3.1,28.18,3.9,4.9,8:54:46
747,2024-02-01,18,old,30,22.19,3.7,3.8,19:59:09
748,2024-02-27,13,new,13.1,48.89,3.9,4,5:12:42
749,2024-02-12,1,old,7.7,11.5,3.3,4.9,8:25:18
750,2024-02-12,10,new,11.3,14.77,4.2,4.4,6:42:22
751,2024-01-03,7,new,28.7,58.55,4.7,4.7,21:52:29
752,2024-01-07,13,old,17.2,46.73,3.6,4.4,10:07:09
753,2024-01-25,8,old,33.2,23.06,3.2,3.7,12:45:53
754,2024-02-19,6,old,1.7,70.22,5,4.3,7:49:37
755,2024-01-16,5,new,16.5,26.29,4.1,3.9,10:07:23
756,2024-01-13,9,old,33.9,36.61,3.5,4.8,11:35:25
757,2024-02-05,20,new,12,44.83,3.8,4,22:43:04
758,2024-02-07,1,new,10.2,40.06,3.2,3.9,16:06:11
759,2024-01-14,19,old,20.7,21.62,4.3,4,15:04:52
760,2024-02-05,7,new,18.2,34.73,5,4,1:16:30
761,2024-01-08,13,old,16.9,36.29,4.1,4,3:14:55
762,2024-01-14,5,old,14.5,38.9,4.6,3.6,8:21:37
763,2024-02-10,3,new,24.5,68.28,4.4,3.5,17:55:48
764,2024-02-18,14,new,8.8,29.32,4.6,4.4,16:57:25
765,2024-01-25,18,new,6.1,88.3,4.3,4.9,4:09:10
766,2024-01-07,1,old,7.4,41.62,4.5,4.2,5:29:05
767,2024-02-27,4,old,7.6,8.06,3.3,3.8,0:03:38
768,2024-01-16,8,old,27.9,58.67,3,3.7,5:58:40
769,2024-02-15,15,old,26.5,34.03,3.3,4.6,23:49:48
770,2024-01-04,16,old,27.2,29.93,3.6,4.8,13:49:16
771,2024-02-26,9,new,26.2,50.11,5,3.8,3:41:55
772,2024-02-02,3,old,32.2,88.47,3.4,3.7,7:22:59
773,2024-02-08,2,new,9.3,43.52,4.9,4.2,19:34:19
774,2024-01-23,20,old,20,76.16,3.3,4.9,16:11:20
775,2024-01-28,9,old,17.1,33.66,3.2,3.8,17:15:32
776,2024-02-02,19,new,27.2,76.03,4,4.1,0:08:03
777,2024-02-18,16,old,26.8,63,4.9,3.5,21:21:07
778,2024-02-27,7,old,21.9,37.3,3.9,3.8,0:29:24
779,2024-01-04,17,new,34.3,6.41,4.4,3.5,23:20:41
780,2024-02-06,8,old,20.4,57.28,4.1,4.4,21:29:17
781,2024-02-07,6,old,21.1,28.35,4.8,3.7,6:41:17
782,2024-01-12,14,new,25.1,84,4.8,4.3,15:27:24
783,2024-02-01,5,new,23.5,66.35,3.1,4.1,1:21:38
784,2024-02-06,2,old,23.5,43.84,4,3.5,19:48:58
785,2024-02-15,16,new,2.7,22.15,3.4,4.8,7:27:35
786,2024-01-22,4,old,24.3,74.83,4.2,4.7,17:22:08
787,2024-02-01,14,old,19.4,61.21,3.2,3.6,18:25:28
788,2024-02-10,10,old,21.6,83.5,4.8,3.8,18:43:12
789,2024-02-09,5,new,33.6,33.72,3.2,5,0:39:42
790,2024-01-05,16,new,20,10.02,4.3,3.7,2:19:42
791,2024-02-22,12,new,1.5,36.87,4.2,3.6,20:34:09
792,2024-02-11,19,new,25.3,44.46,3.4,5,23:33:15
793,2024-01-08,19,new,5,63.09,4.9,4.5,22:48:32
794,2024-01-17,11,new,25.2,81.48,4.5,4.6,0:48:39
795,2024-02-09,16,old,8,6.74,3.7,4.5,5:55:58
796,2024-01-08,18,old,21.8,86.12,4.4,4.3,20:09:47
797,2024-02-20,5,old,14.8,17.62,3.7,4.1,10:03:28
798,2024-02-25,13,new,5,60.09,3,3.8,0:41:28
799,2024-01-11,14,old,1.3,60.33,4.8,4,7:07:10
800,2024-01-24,4,old,4.1,52.43,3.8,4.3,2:12:54
801,2024-01-04,20,new,11.7,87.39,3.1,4.7,21:27:24
802,2024-02-21,10,old,34.8,27.33,4.6,4,17:55:38
803,2024-01-16,9,old,31,25.01,5,4.4,6:54:23
804,2024-02-11,2,new,17.4,38.29,3.1,4.5,8:13:53
805,2024-01-30,8,new,5,89.61,4,4.4,18:02:40
806,2024-02-12,3,new,32.9,51.81,3.7,4,2:03:47
807,2024-02-20,3,new,25.3,15.7,5,4.9,14:00:16
808,2024-01-25,18,new,5.1,72.59,3.5,4.2,15:04:13
809,2024-02-06,4,old,23.9,88.61,4,4.6,6:29:51
810,2024-01-12,12,new,14.5,6.6,4,4.7,15:48:48
811,2024-02-22,9,old,24,7.74,3.3,3.6,11:30:09
